City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
4033557.0,rungata,75.0,PF,1596082807.0,78.0,-17.73,-149.15,27.0,7.2
3883167.0,pilar,100.0,CL,1596082809.0,79.0,-35.85,-71.6,5.41,1.47
259289.0,haibowan,0.0,GR,1596082812.0,41.0,37.94,22.96,26.67,1.54
967106.0,maldonado,40.0,ZA,1596082813.0,76.0,-33.59,22.2,12.0,4.1
1649150.0,petropavlovsk-kamchatskiy,81.0,ID,1596082813.0,67.0,-3.8,102.27,28.88,2.71
4385966.0,agirish,90.0,US,1596082814.0,100.0,39.34,-94.23,23.33,3.54
4031574.0,surubim,90.0,RU,1596082815.0,76.0,64.38,-173.3,11.0,5.0
3468436.0,guerrero negro,0.0,BR,1596082815.0,95.0,-30.04,-52.89,3.25,2.18
3421719.0,warqla,99.0,GL,1596082817.0,81.0,60.92,-46.05,9.0,2.1
2121385.0,kahului,90.0,RU,1596082820.0,78.0,50.68,156.12,14.8,6.14
113659.0,aliwal north,0.0,IR,1596082820.0,21.0,33.6,56.92,33.0,1.0
3421765.0,paamiut,40.0,GL,1596082822.0,90.0,60.14,-45.24,7.71,1.91
2643266.0,tarnow,75.0,GB,1596082822.0,87.0,53.26,-2.13,14.44,2.1
2276492.0,gushikawa,100.0,LR,1596082823.0,87.0,4.38,-7.72,23.72,4.36
2120048.0,tari,27.0,RU,1596082826.0,32.0,64.57,143.2,16.23,3.86
3159954.0,adrar,100.0,NO,1596082831.0,100.0,65.46,12.2,14.0,3.1
2360372.0,kamaishi,0.0,BF,1596082831.0,57.0,14.44,-0.24,29.11,5.98
650095.0,esplanada,100.0,FI,1596082832.0,100.0,62.62,22.42,13.33,1.0
3336897.0,menongue,11.0,ES,1596082834.0,88.0,42.25,-2.5,20.0,1.0
934322.0,port macquarie,75.0,MU,1596082835.0,78.0,-20.41,57.7,22.0,5.1
2178753.0,luorong,100.0,SB,1596082835.0,80.0,-10.45,161.92,27.08,2.01
5813747.0,aklavik,1.0,US,1596082678.0,61.0,46.38,-120.31,33.0,3.71
3420846.0,afmadu,95.0,GL,1596082836.0,81.0,60.72,-46.03,9.0,2.1
933995.0,hami,75.0,MU,1596082837.0,78.0,-20.52,57.52,22.0,5.1
3985710.0,katsuura,14.0,MX,1596082825.0,73.0,22.89,-109.91,26.67,0.89
4845585.0,pahalgam,20.0,US,1596082839.0,83.0,41.14,-73.36,26.0,1.5
2446796.0,tautira,9.0,NE,1596082844.0,16.0,18.69,12.92,31.57,3.43
962367.0,palabuhanratu,0.0,ZA,1596082846.0,88.0,-28.78,32.04,15.5,1.31
2449893.0,linares,0.0,ML,1596082846.0,36.0,20.2,1.01,31.45,3.08
1244926.0,corinto,75.0,LK,1596082847.0,74.0,6.12,81.12,29.0,4.1
2068110.0,oudtshoorn,0.0,AU,1596082848.0,14.0,-15.77,128.73,28.0,4.6
1279945.0,bengkulu,0.0,CN,1596082848.0,17.0,39.74,98.52,31.87,1.55
2738381.0,excelsior springs,0.0,PT,1596082849.0,86.0,40.16,-8.33,18.89,0.37
4362001.0,provideniya,1.0,US,1596082826.0,69.0,38.89,-76.51,28.0,3.61
4590184.0,cachoeira do sul,90.0,US,1596082850.0,94.0,33.49,-80.86,25.0,2.6
935616.0,narsaq,90.0,RE,1596082851.0,64.0,-20.94,55.29,23.0,2.6
3443061.0,severo-kurilsk,0.0,UY,1596082852.0,87.0,-33.7,-53.46,5.22,1.34
532825.0,tabas,85.0,RU,1596082853.0,92.0,61.77,31.02,14.78,3.88
2907589.0,nanortalik,7.0,DE,1596082854.0,87.0,54.37,10.98,13.89,2.6
2291087.0,macclesfield,75.0,CI,1596082854.0,94.0,5.27,-3.6,24.0,2.6
3665202.0,harper,2.0,BR,1596082855.0,51.0,-9.17,-60.63,22.67,1.0
1706272.0,ust-nera,99.0,PH,1596082855.0,67.0,7.17,124.97,30.26,1.61
2206874.0,bronnoysund,20.0,NZ,1596082858.0,66.0,-41.41,175.52,13.33,7.7
2017215.0,gorom-gorom,0.0,RU,1596082858.0,47.0,63.92,127.47,21.93,1.49
1637001.0,kurikka,100.0,ID,1596082859.0,83.0,-0.91,122.88,23.63,3.75
490213.0,la rioja,0.0,RU,1596082860.0,84.0,60.55,30.21,15.0,3.88
5919850.0,mahebourg,75.0,CA,1596082652.0,88.0,49.78,-74.85,17.0,1.0
1045114.0,kirakira,0.0,MZ,1596082862.0,82.0,-23.86,35.38,15.61,2.19
3662489.0,toppenish,53.0,BR,1596082863.0,88.0,-0.41,-65.02,22.97,0.89
3860443.0,qaqortoq,32.0,AR,1596082863.0,74.0,-45.87,-67.5,2.0,3.6
3466980.0,souillac,0.0,BR,1596082864.0,75.0,-17.71,-39.25,19.57,1.25
3374333.0,attawapiskat,75.0,CV,1596082865.0,78.0,14.92,-23.51,27.0,2.6
3992842.0,cabo san lucas,100.0,MX,1596082865.0,82.0,17.52,-101.27,26.44,1.16
64814.0,westport,14.0,SO,1596082866.0,64.0,9.49,50.81,27.68,12.09
3770718.0,milingimbi,86.0,CO,1596082866.0,88.0,2.76,-76.62,15.39,0.85
1293960.0,reefton,48.0,MM,1596082867.0,76.0,20.78,97.03,23.35,2.2
3383427.0,bilma,88.0,SR,1596082868.0,84.0,5.95,-56.98,26.93,5.08
1651591.0,richards bay,99.0,ID,1596082868.0,87.0,-3.33,128.92,25.47,4.77
3931470.0,tessalit,4.0,PE,1596082869.0,59.0,-12.6,-69.18,18.56,1.92
3450188.0,hambantota,90.0,BR,1596082870.0,93.0,-23.32,-46.22,16.0,2.6
778707.0,kununurra,8.0,NO,1596082870.0,71.0,71.04,27.85,14.0,2.6
